Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],Cluster
Senegal,SEN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,0.0,35476324.4704597,42823901.996465,49076892.80405,462579830.325499,52289663.7669023,58516707.6303453,56573410.8492449,78461760.7943304,93305730.4162266,1054660850.23593,144638421.362164,185804656.68668,2021861040.61283,131452355.172717,182281826.266401,200035554.961797,247698880.445567,296016372.996271,296216769.236767,0.0,0.0,0.0,0.0,0.0,2
Senegal,SEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81140473707385,13.869392557164753,1.86632487063429,0.896154070810985,0.862861546641091,1.48317239901598,1.83058540536782,3.7516782438246223,2.73191094883805,2.18468844408658,2.80932029402263,0.935162642033978,2
Serbia,SRB,High-technology exports (current US$),TX.VAL.TECH.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264460846.0,318766457.0,293928985.0,309509259.0,326374280.0,461948405.0,438205346.0,449012575.0,390638512.0,406369789.0,396951920.0,458079442.0,0.0,2
Serbia,SRB,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.401458605,2.389883488,1.6255034681,1.4150446812,2.1347517921,1.4972182223,1.3940892299,1.2103299295,1.283516702,1.1352275875,10.258033812,0.0,2
Serbia,SRB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6937966844,4.3843203826,4.2157378389,3.9243227208,3.7950041379,3.7207668989,3.1683190013,3.9637705097,3.4200986332,3.5282487305,3.6251052578,0.0,2
Serbia,SRB,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.63637141139,6.489815487663583,7.77809234871219,90.5016643016223,10.2859435730771,12.137654527157054,12.765631114675937,12.784926269731542,14.2894940633949,16.16876173356866,17.1154600466139,0.0,0.0,2
Serbia,SRB,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189551515.104175,261558229.401462,271830350.97604,318538870.468514,433183951.256141,481822981.920854,580720873.95615,644743749.61561,677092985.604904,81742527000.8627,1019058669.72047,0.0,0.0,2
Serbia,SRB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545214643835209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Seychelles,SYC,High-technology exports (current US$),TX.VAL.TECH.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105728.0,666529.0,1389125.0,1057991.0,63117372.0,5611137.0,1946595.0,2
Seychelles,SYC,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,0.581962476,0.129262625,0.7353401521,0.663379998,0.138223248,0.0,0.0,0.275324021,0.464900633,0.0,0.2944952518,0.2238070875,0.1317655023,0.1051039232,0.54724912,0.2112924459,0.893103106,0.2710239826,0.1187194129,0.0,2
Seychelles,SYC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,2.5104734604,1.819979798,2.9691774852,2.6877508602,2.9612210013,0.0,0.0,2.8516012787,2.1258866069,0.0,2.383825261,2.2334178299,1.8037382952,2.3618330724,1.8980019796,3.3068519408,1.9119619335,2.3353116216,2.8207319571,0.0,2
Seychelles,SYC,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,1.1291779584462514,1.47372293025751,1.9634615952193406,2.14501082313277,2.6686321525371537,30.3382130955194,3.1749131701255,3.2555639457143295,3.141968366976253,3.7095319483548,3.45803495926662,30.2616922694417,1.3878555866643778,1.39101335676759,1.6193897971915825,1.7214184351961863,1.69314775692604,1.52856374608826,1.3168551498922998,1.45208983078633,1.4598367699376371,1.3523914835174506,1.2715193114595063,0.0,0.0,1
